region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
HHS Regions,Region 5,2017,28,1255,7,4,0.876494,0.557769,0.318725,2017-07-09
HHS Regions,Region 6,2017,28,1040,7,7,1.34615,0.673077,0.673077,2017-07-09
HHS Regions,Region 7,2017,28,363,0,0,0,0,0,2017-07-09
HHS Regions,Region 8,2017,28,632,1,2,0.474684,0.158228,0.316456,2017-07-09
HHS Regions,Region 9,2017,28,709,6,6,1.69252,0.846262,0.846262,2017-07-09
HHS Regions,Region 10,2017,28,200,3,0,1.5,1.5,0,2017-07-09
HHS Regions,Region 1,2017,29,249,1,0,0.401606,0.401606,0,2017-07-16
HHS Regions,Region 2,2017,29,779,4,0,0.513479,0.513479,0,2017-07-16
HHS Regions,Region 3,2017,29,425,1,0,0.235294,0.235294,0,2017-07-16
HHS Regions,Region 4,2017,29,1562,51,25,4.86556,3.26504,1.60051,2017-07-16
HHS Regions,Region 5,2017,29,1218,14,6,1.64204,1.14943,0.492611,2017-07-16
HHS Regions,Region 6,2017,29,1023,7,7,1.36852,0.684262,0.684262,2017-07-16
HHS Regions,Region 7,2017,29,391,1,1,0.511509,0.255754,0.255754,2017-07-16
HHS Regions,Region 8,2017,29,633,2,2,0.631912,0.315956,0.315956,2017-07-16
HHS Regions,Region 9,2017,29,657,6,2,1.21766,0.913242,0.304414,2017-07-16
HHS Regions,Region 10,2017,29,241,0,2,0.829876,0,0.829876,2017-07-16
HHS Regions,Region 1,2017,30,290,3,0,1.03448,1.03448,0,2017-07-23
HHS Regions,Region 2,2017,30,772,2,3,0.647668,0.259067,0.388601,2017-07-23
HHS Regions,Region 3,2017,30,394,0,0,0,0,0,2017-07-23
HHS Regions,Region 4,2017,30,1429,41,29,4.89853,2.86914,2.02939,2017-07-23
HHS Regions,Region 5,2017,30,1115,9,7,1.43498,0.807175,0.627803,2017-07-23
HHS Regions,Region 6,2017,30,920,7,1,0.869565,0.76087,0.108696,2017-07-23
HHS Regions,Region 7,2017,30,387,1,0,0.258398,0.258398,0,2017-07-23
HHS Regions,Region 8,2017,30,574,4,3,1.21951,0.696864,0.522648,2017-07-23
HHS Regions,Region 9,2017,30,658,3,7,1.51976,0.455927,1.06383,2017-07-23
HHS Regions,Region 10,2017,30,216,2,0,0.925926,0.925926,0,2017-07-23
HHS Regions,Region 1,2017,31,244,2,1,1.22951,0.819672,0.409836,2017-07-30
HHS Regions,Region 2,2017,31,771,4,1,0.648508,0.518807,0.129702,2017-07-30
HHS Regions,Region 3,2017,31,434,0,0,0,0,0,2017-07-30
HHS Regions,Region 4,2017,31,1440,54,26,5.55556,3.75,1.80556,2017-07-30
HHS Regions,Region 5,2017,31,1177,14,1,1.27443,1.18946,0.0849618,2017-07-30
HHS Regions,Region 6,2017,31,969,12,4,1.65119,1.23839,0.412797,2017-07-30
HHS Regions,Region 7,2017,31,353,2,0,0.566572,0.566572,0,2017-07-30
HHS Regions,Region 8,2017,31,537,4,1,0.931099,0.744879,0.18622,2017-07-30
HHS Regions,Region 9,2017,31,608,4,1,0.822368,0.657895,0.164474,2017-07-30
HHS Regions,Region 10,2017,31,192,0,0,0,0,0,2017-07-30
HHS Regions,Region 1,2017,32,273,3,1,1.4652,1.0989,0.3663,2017-08-06
HHS Regions,Region 2,2017,32,801,1,1,0.249688,0.124844,0.124844,2017-08-06
HHS Regions,Region 3,2017,32,415,0,0,0,0,0,2017-08-06
HHS Regions,Region 4,2017,32,1572,48,43,5.7888,3.05344,2.73537,2017-08-06
HHS Regions,Region 5,2017,32,1088,8,3,1.01103,0.735294,0.275735,2017-08-06
HHS Regions,Region 6,2017,32,1027,7,1,0.778968,0.681597,0.097371,2017-08-06
HHS Regions,Region 7,2017,32,376,0,0,0,0,0,2017-08-06
HHS Regions,Region 8,2017,32,569,1,0,0.175747,0.175747,0,2017-08-06
HHS Regions,Region 9,2017,32,612,7,5,1.96078,1.14379,0.816993,2017-08-06
HHS Regions,Region 10,2017,32,160,1,1,1.25,0.625,0.625,2017-08-06
HHS Regions,Region 1,2017,33,295,1,1,0.677966,0.338983,0.338983,2017-08-13
HHS Regions,Region 2,2017,33,840,1,0,0.119048,0.119048,0,2017-08-13
HHS Regions,Region 3,2017,33,484,0,1,0.206612,0,0.206612,2017-08-13
HHS Regions,Region 4,2017,33,1720,36,23,3.43023,2.09302,1.33721,2017-08-13
HHS Regions,Region 5,2017,33,1243,5,2,0.563154,0.402253,0.160901,2017-08-13
HHS Regions,Region 6,2017,33,1162,11,8,1.63511,0.946644,0.688468,2017-08-13
HHS Regions,Region 7,2017,33,394,0,0,0,0,0,2017-08-13
HHS Regions,Region 8,2017,33,615,2,1,0.487805,0.325203,0.162602,2017-08-13
HHS Regions,Region 9,2017,33,636,6,4,1.57233,0.943396,0.628931,2017-08-13
HHS Regions,Region 10,2017,33,207,0,0,0,0,0,2017-08-13
HHS Regions,Region 1,2017,34,286,1,1,0.699301,0.34965,0.34965,2017-08-20
HHS Regions,Region 2,2017,34,811,4,1,0.616523,0.493218,0.123305,2017-08-20
HHS Regions,Region 3,2017,34,474,1,0,0.21097,0.21097,0,2017-08-20
HHS Regions,Region 4,2017,34,1973,44,23,3.39584,2.23011,1.16574,2017-08-20
HHS Regions,Region 5,2017,34,1335,11,1,0.898876,0.82397,0.0749064,2017-08-20
HHS Regions,Region 6,2017,34,1263,8,6,1.10847,0.633413,0.475059,2017-08-20
HHS Regions,Region 7,2017,34,414,0,0,0,0,0,2017-08-20
HHS Regions,Region 8,2017,34,631,5,0,0.792393,0.792393,0,2017-08-20
HHS Regions,Region 9,2017,34,745,5,5,1.34228,0.671141,0.671141,2017-08-20
HHS Regions,Region 10,2017,34,228,1,0,0.438596,0.438596,0,2017-08-20
HHS Regions,Region 1,2017,35,301,1,0,0.332226,0.332226,0,2017-08-27
HHS Regions,Region 2,2017,35,800,4,0,0.5,0.5,0,2017-08-27
HHS Regions,Region 3,2017,35,551,2,1,0.544465,0.362976,0.181488,2017-08-27
HHS Regions,Region 4,2017,35,2367,69,43,4.73173,2.91508,1.81665,2017-08-27
HHS Regions,Region 5,2017,35,1544,11,3,0.906736,0.712435,0.194301,2017-08-27
HHS Regions,Region 6,2017,35,1427,16,10,1.822,1.12123,0.700771,2017-08-27
HHS Regions,Region 7,2017,35,514,4,0,0.77821,0.77821,0,2017-08-27
HHS Regions,Region 8,2017,35,686,2,0,0.291545,0.291545,0,2017-08-27
HHS Regions,Region 9,2017,35,768,4,4,1.04167,0.520833,0.520833,2017-08-27
HHS Regions,Region 10,2017,35,446,7,1,1.79372,1.56951,0.224215,2017-08-27
HHS Regions,Region 1,2017,36,347,5,0,1.44092,1.44092,0,2017-09-03
HHS Regions,Region 2,2017,36,942,4,1,0.530786,0.424628,0.106157,2017-09-03
HHS Regions,Region 3,2017,36,608,3,1,0.657895,0.493421,0.164474,2017-09-03
HHS Regions,Region 4,2017,36,2478,59,46,4.23729,2.38095,1.85634,2017-09-03
HHS Regions,Region 5,2017,36,1828,17,2,1.03939,0.929978,0.109409,2017-09-03
HHS Regions,Region 6,2017,36,1694,21,11,1.88902,1.23967,0.649351,2017-09-03
HHS Regions,Region 7,2017,36,511,0,0,0,0,0,2017-09-03
HHS Regions,Region 8,2017,36,741,5,1,0.809717,0.674764,0.134953,2017-09-03
HHS Regions,Region 9,2017,36,808,10,3,1.60891,1.23762,0.371287,2017-09-03
HHS Regions,Region 10,2017,36,424,4,3,1.65094,0.943396,0.707547,2017-09-03
HHS Regions,Region 1,2017,37,435,7,0,1.6092,1.6092,0,2017-09-10
HHS Regions,Region 2,2017,37,1121,17,1,1.60571,1.5165,0.0892061,2017-09-10
HHS Regions,Region 3,2017,37,800,4,0,0.5,0.5,0,2017-09-10
HHS Regions,Region 4,2017,37,2372,58,46,4.3844900000000004,2.44519,1.93929,2017-09-10
HHS Regions,Region 5,2017,37,2287,29,3,1.39921,1.26804,0.131176,2017-09-10
HHS Regions,Region 6,2017,37,2011,13,15,1.39234,0.646445,0.745898,2017-09-10
HHS Regions,Region 7,2017,37,582,3,1,0.687285,0.515464,0.171821,2017-09-10
HHS Regions,Region 8,2017,37,784,4,1,0.637755,0.510204,0.127551,2017-09-10
HHS Regions,Region 9,2017,37,842,8,5,1.54394,0.950119,0.593824,2017-09-10
HHS Regions,Region 10,2017,37,368,5,0,1.3587,1.3587,0,2017-09-10
HHS Regions,Region 1,2017,38,552,3,1,0.724638,0.543478,0.181159,2017-09-17
HHS Regions,Region 2,2017,38,1120,7,4,0.982143,0.625,0.357143,2017-09-17
HHS Regions,Region 3,2017,38,840,2,0,0.238095,0.238095,0,2017-09-17
HHS Regions,Region 4,2017,38,2588,53,41,3.63215,2.04791,1.58423,2017-09-17
HHS Regions,Region 5,2017,38,2582,25,6,1.20062,0.968242,0.232378,2017-09-17
HHS Regions,Region 6,2017,38,2155,17,20,1.71694,0.788863,0.928074,2017-09-17
HHS Regions,Region 7,2017,38,562,4,1,0.88968,0.711744,0.177936,2017-09-17
HHS Regions,Region 8,2017,38,892,9,1,1.12108,1.00897,0.112108,2017-09-17
HHS Regions,Region 9,2017,38,900,10,1,1.22222,1.11111,0.111111,2017-09-17
HHS Regions,Region 10,2017,38,508,7,0,1.37795,1.37795,0,2017-09-17
HHS Regions,Region 1,2017,39,583,4,0,0.686106,0.686106,0,2017-09-24
HHS Regions,Region 2,2017,39,1205,11,3,1.16183,0.912863,0.248963,2017-09-24
HHS Regions,Region 3,2017,39,922,20,0,2.1692,2.1692,0,2017-09-24
HHS Regions,Region 4,2017,39,2741,43,36,2.88216,1.56877,1.31339,2017-09-24
HHS Regions,Region 5,2017,39,2736,19,2,0.767544,0.694444,0.0730994,2017-09-24
HHS Regions,Region 6,2017,39,2232,31,27,2.59857,1.38889,1.20968,2017-09-24
HHS Regions,Region 7,2017,39,582,1,0,0.171821,0.171821,0,2017-09-24
HHS Regions,Region 8,2017,39,940,5,2,0.744681,0.531915,0.212766,2017-09-24
HHS Regions,Region 9,2017,39,1062,12,5,1.60075,1.12994,0.47081,2017-09-24
HHS Regions,Region 10,2017,39,619,9,2,1.77706,1.45396,0.323102,2017-09-24
HHS Regions,Region 1,2017,40,781,3,1,0.512164,0.384123,0.128041,2017-10-01
HHS Regions,Region 2,2017,40,1593,15,3,1.12994,0.94162,0.188324,2017-10-01
HHS Regions,Region 3,2017,40,1054,4,0,0.379507,0.379507,0,2017-10-01
HHS Regions,Region 4,2017,40,3205,106,65,5.33541,3.30733,2.02808,2017-10-01
HHS Regions,Region 5,2017,40,2965,22,11,1.11298,0.74199,0.370995,2017-10-01
HHS Regions,Region 6,2017,40,2111,52,19,3.36333,2.46329,0.900047,2017-10-01
HHS Regions,Region 7,2017,40,750,2,0,0.266667,0.266667,0,2017-10-01
HHS Regions,Region 8,2017,40,1059,7,3,0.944287,0.661001,0.283286,2017-10-01
HHS Regions,Region 9,2017,40,1092,7,5,1.0989,0.641026,0.457875,2017-10-01
HHS Regions,Region 10,2017,40,922,12,5,1.84382,1.30152,0.542299,2017-10-01
HHS Regions,Region 1,2017,41,846,5,0,0.591017,0.591017,0,2017-10-08
HHS Regions,Region 2,2017,41,1642,17,4,1.27893,1.03532,0.243605,2017-10-08
HHS Regions,Region 3,2017,41,1125,10,3,1.15556,0.888889,0.266667,2017-10-08
HHS Regions,Region 4,2017,41,3492,94,62,4.46735,2.69187,1.77549,2017-10-08
HHS Regions,Region 5,2017,41,3248,20,5,0.769704,0.615764,0.153941,2017-10-08
HHS Regions,Region 6,2017,41,2190,44,17,2.78539,2.00913,0.776256,2017-10-08
HHS Regions,Region 7,2017,41,785,2,0,0.254777,0.254777,0,2017-10-08
HHS Regions,Region 8,2017,41,1092,18,0,1.64835,1.64835,0,2017-10-08
HHS Regions,Region 9,2017,41,1142,18,5,2.01401,1.57618,0.437828,2017-10-08
HHS Regions,Region 10,2017,41,995,20,2,2.21106,2.01005,0.201005,2017-10-08
HHS Regions,Region 1,2017,42,879,7,1,0.910125,0.796359,0.113766,2017-10-15
HHS Regions,Region 2,2017,42,1795,18,4,1.22563,1.00279,0.222841,2017-10-15
HHS Regions,Region 3,2017,42,1226,6,0,0.489396,0.489396,0,2017-10-15
HHS Regions,Region 4,2017,42,3782,110,71,4.78583,2.90851,1.87731,2017-10-15
HHS Regions,Region 5,2017,42,3389,31,6,1.09177,0.914724,0.177043,2017-10-15
HHS Regions,Region 6,2017,42,2493,45,14,2.36663,1.80505,0.561572,2017-10-15
HHS Regions,Region 7,2017,42,900,4,1,0.555556,0.444444,0.111111,2017-10-15
HHS Regions,Region 8,2017,42,1096,14,3,1.55109,1.27737,0.273723,2017-10-15
HHS Regions,Region 9,2017,42,1185,23,5,2.36287,1.94093,0.421941,2017-10-15
HHS Regions,Region 10,2017,42,1082,20,5,2.31054,1.84843,0.462107,2017-10-15
HHS Regions,Region 1,2017,43,943,2,4,0.636267,0.212089,0.424178,2017-10-22
HHS Regions,Region 2,2017,43,1937,24,4,1.44553,1.23903,0.206505,2017-10-22
HHS Regions,Region 3,2017,43,1256,8,2,0.796178,0.636943,0.159236,2017-10-22
HHS Regions,Region 4,2017,43,3838,141,90,6.01876,3.67379,2.34497,2017-10-22
HHS Regions,Region 5,2017,43,3460,22,3,0.722543,0.635838,0.0867052,2017-10-22
HHS Regions,Region 6,2017,43,2711,66,22,3.24603,2.43453,0.811509,2017-10-22
HHS Regions,Region 7,2017,43,804,2,0,0.248756,0.248756,0,2017-10-22
HHS Regions,Region 8,2017,43,1127,13,0,1.1535,1.1535,0,2017-10-22
HHS Regions,Region 9,2017,43,1244,41,3,3.53698,3.29582,0.241158,2017-10-22
HHS Regions,Region 10,2017,43,1071,21,7,2.61438,1.96078,0.653595,2017-10-22
HHS Regions,Region 1,2017,44,980,12,1,1.32653,1.22449,0.102041,2017-10-29
HHS Regions,Region 2,2017,44,1983,19,5,1.21029,0.958144,0.252143,2017-10-29
HHS Regions,Region 3,2017,44,1358,8,0,0.589102,0.589102,0,2017-10-29
HHS Regions,Region 4,2017,44,4218,134,110,5.78473,3.17686,2.60787,2017-10-29
HHS Regions,Region 5,2017,44,3585,44,9,1.47838,1.22734,0.251046,2017-10-29
HHS Regions,Region 6,2017,44,3236,124,59,5.65513,3.83189,1.82324,2017-10-29
HHS Regions,Region 7,2017,44,917,35,3,4.14395,3.81679,0.327154,2017-10-29
HHS Regions,Region 8,2017,44,1226,40,1,3.34421,3.26264,0.0815661,2017-10-29
HHS Regions,Region 9,2017,44,1437,63,19,5.70633,4.38413,1.3222,2017-10-29
HHS Regions,Region 10,2017,44,1075,24,12,3.34884,2.23256,1.11628,2017-10-29
HHS Regions,Region 1,2017,45,1091,20,1,1.92484,1.83318,0.091659,2017-11-05
HHS Regions,Region 2,2017,45,2281,21,6,1.18369,0.920649,0.263043,2017-11-05
HHS Regions,Region 3,2017,45,1342,7,3,0.745156,0.52161,0.223547,2017-11-05
HHS Regions,Region 4,2017,45,4771,208,113,6.72815,4.35967,2.36848,2017-11-05
HHS Regions,Region 5,2017,45,3953,54,10,1.61902,1.36605,0.252972,2017-11-05
HHS Regions,Region 6,2017,45,3447,184,76,7.54279,5.33798,2.20482,2017-11-05
HHS Regions,Region 7,2017,45,956,14,8,2.30126,1.46444,0.83682,2017-11-05
HHS Regions,Region 8,2017,45,1313,46,0,3.50343,3.50343,0,2017-11-05
HHS Regions,Region 9,2017,45,1536,96,16,7.29167,6.25,1.04167,2017-11-05
HHS Regions,Region 10,2017,45,1196,39,7,3.84615,3.26087,0.585284,2017-11-05
HHS Regions,Region 1,2017,46,1266,18,4,1.73776,1.4218,0.315956,2017-11-12
HHS Regions,Region 2,2017,46,2300,20,14,1.47826,0.869565,0.608696,2017-11-12
HHS Regions,Region 3,2017,46,1539,30,3,2.14425,1.94932,0.194932,2017-11-12
HHS Regions,Region 4,2017,46,5071,240,131,7.31611,4.73279,2.58332,2017-11-12
HHS Regions,Region 5,2017,46,4337,102,18,2.76689,2.35186,0.415033,2017-11-12
HHS Regions,Region 6,2017,46,4045,255,95,8.65266,6.30408,2.34858,2017-11-12
HHS Regions,Region 7,2017,46,1090,22,19,3.76147,2.01835,1.74312,2017-11-12
HHS Regions,Region 8,2017,46,1354,85,3,6.49926,6.2777,0.221566,2017-11-12
HHS Regions,Region 9,2017,46,1656,116,18,8.09179,7.00483,1.08696,2017-11-12
HHS Regions,Region 10,2017,46,1136,51,17,5.98592,4.48944,1.49648,2017-11-12
HHS Regions,Region 1,2017,47,1277,22,4,2.03602,1.72279,0.313234,2017-11-19
HHS Regions,Region 2,2017,47,2197,38,30,3.09513,1.72963,1.3655,2017-11-19
HHS Regions,Region 3,2017,47,1561,57,6,4.03587,3.65151,0.384369,2017-11-19
HHS Regions,Region 4,2017,47,5116,326,156,9.42142,6.37217,3.04926,2017-11-19
HHS Regions,Region 5,2017,47,4076,144,24,4.12169,3.53288,0.588813,2017-11-19
HHS Regions,Region 6,2017,47,4049,300,84,9.48382,7.40924,2.07459,2017-11-19
HHS Regions,Region 7,2017,47,954,32,9,4.29769,3.3543,0.943396,2017-11-19
HHS Regions,Region 8,2017,47,1495,125,7,8.82943,8.3612,0.468227,2017-11-19
HHS Regions,Region 9,2017,47,1762,207,16,12.6561,11.748,0.908059,2017-11-19
HHS Regions,Region 10,2017,47,1343,85,17,7.59494,6.32911,1.26582,2017-11-19
HHS Regions,Region 1,2017,48,1422,28,13,2.88326,1.96906,0.914205,2017-11-26
HHS Regions,Region 2,2017,48,2735,54,40,3.43693,1.97441,1.46252,2017-11-26
HHS Regions,Region 3,2017,48,1686,47,11,3.44009,2.78766,0.652432,2017-11-26
HHS Regions,Region 4,2017,48,5538,241,159,7.22282,4.35175,2.87107,2017-11-26
HHS Regions,Region 5,2017,48,5163,267,38,5.90742,5.17141,0.736006,2017-11-26
HHS Regions,Region 6,2017,48,4371,386,100,11.1187,8.83093,2.28781,2017-11-26
HHS Regions,Region 7,2017,48,1165,53,8,5.23605,4.54936,0.68669500000000006,2017-11-26
HHS Regions,Region 8,2017,48,1591,139,9,9.30233,8.73664,0.565682,2017-11-26
HHS Regions,Region 9,2017,48,2027,239,28,13.1722,11.7908,1.38135,2017-11-26
HHS Regions,Region 10,2017,48,1515,98,30,8.44884,6.46865,1.9802,2017-11-26
HHS Regions,Region 1,2017,49,1468,31,14,3.0654,2.11172,0.953678,2017-12-03
HHS Regions,Region 2,2017,49,2895,72,58,4.4905,2.48705,2.00345,2017-12-03
HHS Regions,Region 3,2017,49,1818,70,12,4.51045,3.85039,0.660066,2017-12-03
HHS Regions,Region 4,2017,49,5578,345,156,8.98171,6.18501,2.7967,2017-12-03
HHS Regions,Region 5,2017,49,5712,384,45,7.5105,6.72269,0.787815,2017-12-03
HHS Regions,Region 6,2017,49,6355,750,412,18.2848,11.8017,6.48308,2017-12-03
HHS Regions,Region 7,2017,49,1219,98,34,10.8285,8.03938,2.78917,2017-12-03
HHS Regions,Region 8,2017,49,1622,152,6,9.74106,9.37115,0.369914,2017-12-03
HHS Regions,Region 9,2017,49,2405,407,47,18.8773,16.9231,1.95426,2017-12-03
HHS Regions,Region 10,2017,49,1695,170,43,12.5664,10.0295,2.53687,2017-12-03
HHS Regions,Region 1,2017,50,1701,97,17,6.70194,5.70253,0.999412,2017-12-10
HHS Regions,Region 2,2017,50,3031,121,78,6.56549,3.99208,2.57341,2017-12-10
HHS Regions,Region 3,2017,50,2101,155,24,8.51975,7.37744,1.14231,2017-12-10
HHS Regions,Region 4,2017,50,6446,568,188,11.7282,8.81167,2.91654,2017-12-10
HHS Regions,Region 5,2017,50,6946,821,97,13.2162,11.8198,1.39649,2017-12-10
HHS Regions,Region 6,2017,50,6621,1419,240,25.0566,21.4318,3.62483,2017-12-10
HHS Regions,Region 7,2017,50,1453,128,12,9.63524,8.80936,0.825877,2017-12-10
HHS Regions,Region 8,2017,50,1800,219,16,13.0556,12.1667,0.888889,2017-12-10
HHS Regions,Region 9,2017,50,3013,694,77,25.5891,23.0335,2.55559,2017-12-10
HHS Regions,Region 10,2017,50,2082,338,95,20.7973,16.2344,4.56292,2017-12-10
HHS Regions,Region 1,2017,51,1925,146,42,9.76623,7.58442,2.18182,2017-12-17
HHS Regions,Region 2,2017,51,3456,248,129,10.9086,7.17593,3.73264,2017-12-17
HHS Regions,Region 3,2017,51,2584,311,52,14.048,12.0356,2.01238,2017-12-17
HHS Regions,Region 4,2017,51,9095,1290,400,18.5816,14.1836,4.39802,2017-12-17
HHS Regions,Region 5,2017,51,9288,1743,142,20.295,18.7661,1.52885,2017-12-17
HHS Regions,Region 6,2017,51,10295,2944,448,32.948,28.5964,4.35163,2017-12-17
HHS Regions,Region 7,2017,51,1874,357,41,21.238,19.0502,2.18783,2017-12-17
HHS Regions,Region 8,2017,51,2515,458,48,20.1193,18.2107,1.90855,2017-12-17
HHS Regions,Region 9,2017,51,3866,1070,166,31.971,27.6772,4.29384,2017-12-17
HHS Regions,Region 10,2017,51,3111,670,230,28.9296,21.5365,7.39312,2017-12-17
HHS Regions,Region 1,2017,52,2176,266,54,14.7059,12.2243,2.48162,2017-12-24
HHS Regions,Region 2,2017,52,4029,400,214,15.2395,9.92802,5.31149,2017-12-24
HHS Regions,Region 3,2017,52,3412,658,78,21.5709,19.2849,2.28605,2017-12-24
HHS Regions,Region 4,2017,52,10256,1598,439,19.8615,15.5811,4.28042,2017-12-24
HHS Regions,Region 5,2017,52,11776,2898,205,26.3502,24.6094,1.74083,2017-12-24
HHS Regions,Region 6,2017,52,10382,2866,449,31.9303,27.6055,4.32479,2017-12-24
HHS Regions,Region 7,2017,52,2160,456,54,23.6111,21.1111,2.5,2017-12-24
HHS Regions,Region 8,2017,52,3191,713,75,24.6945,22.3441,2.35036,2017-12-24
HHS Regions,Region 9,2017,52,4338,1331,225,35.8691,30.6823,5.18672,2017-12-24
HHS Regions,Region 10,2017,52,3798,816,299,29.3576,21.485,7.87256,2017-12-24
HHS Regions,Region 1,2018,1,2939,388,78,15.8557,13.2018,2.65396,2017-12-31
HHS Regions,Region 2,2018,1,4638,625,253,18.9306,13.4756,5.45494,2017-12-31
HHS Regions,Region 3,2018,1,3571,609,107,20.0504,17.054,2.99636,2017-12-31
HHS Regions,Region 4,2018,1,10832,2069,415,22.9321,19.1008,3.83124,2017-12-31
HHS Regions,Region 5,2018,1,14200,3577,301,27.3099,25.1901,2.11972,2017-12-31
HHS Regions,Region 6,2018,1,10380,2558,562,30.0578,24.6435,5.41426,2017-12-31
HHS Regions,Region 7,2018,1,2473,545,100,26.0817,22.038,4.04367,2017-12-31
HHS Regions,Region 8,2018,1,3565,711,135,23.7307,19.9439,3.78682,2017-12-31
HHS Regions,Region 9,2018,1,4415,1066,227,29.2865,24.145,5.14156,2017-12-31
HHS Regions,Region 10,2018,1,4303,870,357,28.515,20.2185,8.29654,2017-12-31
HHS Regions,Region 1,2018,2,3104,547,105,21.0052,17.6224,3.38273,2018-01-07
HHS Regions,Region 2,2018,2,5571,888,326,21.7914,15.9397,5.85173,2018-01-07
HHS Regions,Region 3,2018,2,4238,908,149,24.941,21.4252,3.51581,2018-01-07
HHS Regions,Region 4,2018,2,13174,2899,567,26.3094,22.0055,4.30393,2018-01-07
HHS Regions,Region 5,2018,2,15932,4288,373,29.2556,26.9144,2.3412,2018-01-07
HHS Regions,Region 6,2018,2,11168,2752,783,31.6529,24.6418,7.0111,2018-01-07
HHS Regions,Region 7,2018,2,2733,640,135,28.3571,23.4175,4.93963,2018-01-07
HHS Regions,Region 8,2018,2,3846,746,149,23.2709,19.3968,3.87415,2018-01-07
HHS Regions,Region 9,2018,2,3825,629,203,21.7516,16.4444,5.30719,2018-01-07
HHS Regions,Region 10,2018,2,4685,852,456,27.9189,18.1857,9.73319,2018-01-07
HHS Regions,Region 1,2018,3,3457,672,140,23.4886,19.4388,4.04975,2018-01-14
HHS Regions,Region 2,2018,3,5821,1044,453,25.7172,17.9351,7.78217,2018-01-14
HHS Regions,Region 3,2018,3,4684,930,212,24.3809,19.8548,4.52605,2018-01-14
HHS Regions,Region 4,2018,3,13723,2861,745,26.2771,20.8482,5.42884,2018-01-14
HHS Regions,Region 5,2018,3,16398,4511,479,30.4305,27.5095,2.92109,2018-01-14
HHS Regions,Region 6,2018,3,11083,2601,995,32.4461,23.4684,8.97771,2018-01-14
HHS Regions,Region 7,2018,3,2640,531,152,25.8712,20.1136,5.75758,2018-01-14
HHS Regions,Region 8,2018,3,3702,639,159,21.5559,17.2609,4.29498,2018-01-14
HHS Regions,Region 9,2018,3,3296,357,166,15.8677,10.8313,5.03641,2018-01-14
HHS Regions,Region 10,2018,3,4320,636,404,24.0741,14.7222,9.35185,2018-01-14
HHS Regions,Region 1,2018,4,4605,1007,262,27.557,21.8675,5.68947,2018-01-21
HHS Regions,Region 2,2018,4,8073,1571,836,29.8154,19.4599,10.3555,2018-01-21
HHS Regions,Region 3,2018,4,5641,1140,279,25.1551,20.2092,4.94593,2018-01-21
HHS Regions,Region 4,2018,4,16577,3402,739,24.9804,20.5224,4.45798,2018-01-21
HHS Regions,Region 5,2018,4,18040,4996,683,31.48,27.694,3.78603,2018-01-21
HHS Regions,Region 6,2018,4,12176,2445,1531,32.6544,20.0805,12.5739,2018-01-21
HHS Regions,Region 7,2018,4,3046,582,173,24.7866,19.107,5.67958,2018-01-21
HHS Regions,Region 8,2018,4,4357,667,236,20.7253,15.3087,5.41657,2018-01-21
HHS Regions,Region 9,2018,4,3265,283,213,15.1914,8.66769,6.52374,2018-01-21
HHS Regions,Region 10,2018,4,4542,541,398,20.6737,11.9111,8.76266,2018-01-21
HHS Regions,Region 1,2018,5,5205,1177,348,29.2988,22.6129,6.68588,2018-01-28
HHS Regions,Region 2,2018,5,8871,1798,976,31.2704,20.2683,11.0021,2018-01-28
HHS Regions,Region 3,2018,5,6424,1313,462,27.6308,20.439,7.19178,2018-01-28
HHS Regions,Region 4,2018,5,15558,2749,1044,24.3797,17.6694,6.71037,2018-01-28
HHS Regions,Region 5,2018,5,17520,4386,798,29.589,25.0342,4.55479,2018-01-28
HHS Regions,Region 6,2018,5,12572,1941,1957,31.0054,15.4391,15.5663,2018-01-28
HHS Regions,Region 7,2018,5,3573,564,320,24.7411,15.7851,8.95606,2018-01-28
HHS Regions,Region 8,2018,5,4512,602,341,20.8998,13.3422,7.55762,2018-01-28
HHS Regions,Region 9,2018,5,3346,250,260,15.2421,7.47161,7.77047,2018-01-28
HHS Regions,Region 10,2018,5,4106,413,409,20.0195,10.0585,9.96103,2018-01-28
HHS Regions,Region 1,2018,6,5560,1317,515,32.9496,23.6871,9.26259,2018-02-04
HHS Regions,Region 2,2018,6,9454,1947,1147,32.7269,20.5945,12.1324,2018-02-04
HHS Regions,Region 3,2018,6,6306,1259,621,29.8129,19.9651,9.84776,2018-02-04
HHS Regions,Region 4,2018,6,16113,2527,1324,23.9,15.683,8.21697,2018-02-04
HHS Regions,Region 5,2018,6,17179,4098,961,29.4487,23.8547,5.59404,2018-02-04
HHS Regions,Region 6,2018,6,11908,1513,1859,28.3171,12.7057,15.6114,2018-02-04
HHS Regions,Region 7,2018,6,3260,458,408,26.5644,14.0491,12.5153,2018-02-04
HHS Regions,Region 8,2018,6,4163,421,330,18.0399,10.1129,7.92698,2018-02-04
HHS Regions,Region 9,2018,6,3634,218,363,15.9879,5.9989,9.98899,2018-02-04
HHS Regions,Region 10,2018,6,3814,358,330,18.0388,9.38647,8.65233,2018-02-04
HHS Regions,Region 1,2018,7,5694,1323,604,33.8426,23.235,10.6077,2018-02-11
HHS Regions,Region 2,2018,7,9537,1782,1244,31.7291,18.6851,13.0439,2018-02-11
HHS Regions,Region 3,2018,7,5678,1010,580,28.0028,17.788,10.2149,2018-02-11
